glass_forming_category,composition
Ribbon,Co78Mo10.8Zr11.2
Ribbon,Co79.5Mo10Zr10.5
Ribbon,Co80Mo10Zr10
Ribbon,Co81.6Mo9Zr9.4
Ribbon,Co82.4Mo8.6Zr9
Ribbon,Co85Mo5Zr10
Ribbon,Co86.2Mo6.4Zr7.4
Ribbon,Co90Mo0Zr10
Ribbon,Co2Ni77P21
Ribbon,Co2Ni78.5P19.5
Ribbon,Co2Ni80P18
Ribbon,Co3.5Ni75.5P21
Ribbon,Co3.5Ni77P19.5
Ribbon,Co3.5Ni78.5P18
Ribbon,Co5Ni74P21
Ribbon,Co5Ni75.5P19.5
Ribbon,Co5Ni77P18
Ribbon,Co7Ni72P21
Ribbon,Co7Ni73.5P19.5
Ribbon,Co7Ni75P18
Ribbon,Co9Ni72P19
NR,Co2Ni76P22
NR,Co2Ni81P17
NR,Co3.5Ni74.5P22
NR,Co3.5Ni79.5P17
NR,Co5Ni73P22
NR,Co5Ni78P17
NR,Co7Ni71P22
NR,Co7Ni76P17
NR,Co9Ni69.5P21.5
NR,Co9Ni74P17
NR,Co10Ni68.5P21.5
NR,Co10Ni71P19
NR,Co10Ni73P17
NR,Co12.5Ni66P21.5
NR,Co12.5Ni68.5P19
NR,Co12.5Ni70.5P17
NR,Co14Ni64.5P21.5
NR,Co14Ni67P19
NR,Co14Ni69P17
NR,Co16Ni65P19
Ribbon,Co0Ni50Ta50
Ribbon,Co10Ni40Ta50
Ribbon,Co80Ni10Zr10
Ribbon,Co85Ni5Zr10
Ribbon,Co88Ni2Zr10
Ribbon,Co90Ni0Zr10
Ribbon,Co30Ni20Zr50
Ribbon,Co0Ni33Zr67
Ribbon,Co33Ni0.05Zr66.95
Ribbon,Co33Ni0.1Zr66.9
Ribbon,Co33Ni0.15Zr66.85
Ribbon,Co33Ni0.2Zr66.8
Ribbon,Co5Ni31.35Zr63.65
Ribbon,Co10Ni29.7Zr60.3
Ribbon,Co20Ni26.4Zr53.6
Ribbon,Co22P11Zr67
Ribbon,Co28P5Zr67
Ribbon,Co33P0Zr67
Ribbon,Co1.7Pd81.8Si16.5
Ribbon,Co4.2Pd79.3Si16.5
Ribbon,Co6.7Pd76.8Si16.5
Ribbon,Co10Pd73.5Si16.5
Ribbon,Co12.5Pd71Si16.5
Ribbon,Co15Pd68.5Si16.5
NR,Co20.9Pd62.6Si16.5
Ribbon,Co10Pd70Si20
Ribbon,Co25Pd10Zr65
Ribbon,Co30Pd5Zr65
Ribbon,Co34Pd1Zr65
Ribbon,Co54Pd1Zr45
Ribbon,Co85Si5Zr10
Ribbon,Co88Si2Zr10
Ribbon,Co90Si0Zr10
Ribbon,Co66V20Zr14
Ribbon,Co67.5V18Zr14.5
Ribbon,Co69.2V16Zr14.8
Ribbon,Co71V14Zr15
Ribbon,Co72.5V20Zr7.5
Ribbon,Co72.8V12Zr15.2
Ribbon,Co74.5V10Zr15.5
Ribbon,Co75V18Zr7
Ribbon,Co76.3V8Zr15.7
Ribbon,Co77.2V16Zr6.8
Ribbon,Co78V6Zr16
Ribbon,Co79.5V14Zr6.5
Ribbon,Co80V4Zr16
Ribbon,Co81.5V12Zr6.5
Ribbon,Co82V2Zr16
Ribbon,Co83.5V10Zr6.5
Ribbon,Co84V0Zr16
Ribbon,Co85V8Zr7
Ribbon,Co86.5V6Zr7.5
Ribbon,Co88V4Zr8
Ribbon,Co89.5V2Zr8.5
Ribbon,Co91V0Zr9
Ribbon,Co75.8V12Zr12.2
Ribbon,Co79.2V10.6Zr10.2
Ribbon,Co81.8V9Zr9.2
Ribbon,Co84V8Zr8
Ribbon,Co85V5Zr10
Ribbon,Co90V0Zr10
Ribbon,Co74W12Zr14
Ribbon,Co74W13Zr13
Ribbon,Co74.5W14Zr11.5
Ribbon,Co75W10Zr15
Ribbon,Co76.4W8Zr15.6
Ribbon,Co77W14Zr9
Ribbon,Co78.2W6Zr15.8
Ribbon,Co79.5W13Zr7.5
Ribbon,Co80W4Zr16
Ribbon,Co82W2Zr16
Ribbon,Co82W12Zr6
Ribbon,Co84W0Zr16
Ribbon,Co84.8W10Zr5.2
Ribbon,Co86.8W8Zr5.2
Ribbon,Co88.5W6Zr5.5
Ribbon,Co89.8W4Zr6.2
Ribbon,Co90.2W2Zr7.8
Ribbon,Co91W0Zr9
Ribbon,Co78W8Zr14
Ribbon,Co80W10Zr10
Ribbon,Co80.5W7Zr12.5
Ribbon,Co82.2W6.6Zr11.2
Ribbon,Co84W6Zr10
Ribbon,Co85W5Zr10
Ribbon,Co85.5W5Zr9.5
Ribbon,Co90W0Zr10
Ribbon,Cr0Fe80P20
Ribbon,Cr2Fe78P20
Ribbon,Cr4Fe76P20
Ribbon,Cr6Fe74P20
Ribbon,Cr7Fe76P17
Ribbon,Cr73Fe10P17
Ribbon,Cr74Fe9P17
Ribbon,Cr23Fe55P22
Ribbon,Cr24Fe56.5P19.5
Ribbon,Cr25Fe57.5P17.5
Ribbon,Cr26Fe59.5P14.5
Ribbon,Cr26Fe60.5P13.5
Ribbon,Cr0Fe90Zr10
Ribbon,Cr6Fe84Zr10
Ribbon,Cr8Fe82Zr10
Ribbon,Cr15Fe75Zr10
Ribbon,Cr17Fe73Zr10
Ribbon,Cr20Fe70Zr10
Ribbon,Cr25Fe65Zr10
Ribbon,Cr2Fe88Zr10
Ribbon,Cr7Fe83Zr10
Ribbon,Cr15Ni65P20
Ribbon,Cr0Ni82P18
Ribbon,Cr7Ni73P20
Ribbon,Cr18Ni62P20
Ribbon,Cr43.5Ni40.5P16
Ribbon,Cr55.93Ni28.93P15.14
Ribbon,Cr58Ni27P15
Ribbon,Cr59.81Ni25.31P14.88
NR,Cr69.6Ni16.2P14.2
NR,Cr72.5Ni13.5P14
NR,Cr87Ni0P13
Ribbon,Cr5Ni76P19
Ribbon,Cr10Ni71P19
Ribbon,Cr15Ni66P19
Ribbon,Cr20Ni61P19
Ribbon,Cr25Ni56P19
Ribbon,Cr30Ni51P19
Ribbon,Cr14Ni68P18
Ribbon,Cr40Ni40P20
Ribbon,Cr50Ni30P20
Ribbon,Cr60Ni20P20
NR,Cr80Ni0P20
NR,Cr70Ni10P20
Ribbon,Cr0Ni33Zr67
Ribbon,Cr33Ni0.05Zr66.95
Ribbon,Cr33Ni0.1Zr66.9
Ribbon,Cr33Ni0.15Zr66.85
Ribbon,Cr33Ni0.2Zr66.8
Ribbon,Cr5Ni31.35Zr63.65
Ribbon,Cr10Ni29.7Zr60.3
Ribbon,Cr20Ni26.4Zr53.6
Ribbon,Cr0Ni60Zr40
Ribbon,Cr5Ni55Zr40
Ribbon,Cr10Ni50Zr40
Ribbon,Cr15Ni15Zr70
Ribbon,Cr15Ni25Zr60
Ribbon,Cr15Ni35Zr50
Ribbon,Cr15Ni45Zr40
Ribbon,Cr0Pd80Si20
Ribbon,Cr0.5Pd79.5Si20
Ribbon,Cr1Pd79Si20
Ribbon,Cr2Pd78Si20
Ribbon,Cr3Pd77Si20
Ribbon,Cr4Pd76Si20
Ribbon,Cr5Pd75Si20
Ribbon,Cr6Pd74Si20
Ribbon,Cr7Pd73Si20
Ribbon,Cr0Si15Zr85
Ribbon,Cr10Si15Zr75
Ribbon,Cr20Si15Zr65
Ribbon,Cu35Fe5Ti60
Ribbon,Cu40Fe10Ti50
Ribbon,Cu45Fe5Ti50
Ribbon,Cu55Fe5Ti40
Ribbon,Cu40Fe20Zr40
Ribbon,Cu50Fe10Zr40
Ribbon,Cu53Fe7Zr40
Ribbon,Cu55Fe5Zr40
Ribbon,Cu57Fe3Zr40
Ribbon,Cu59Fe1Zr40
Ribbon,Cu60Fe0Zr40
Ribbon,Cu38.2Hf28.8Nb33
Ribbon,Cu39.9Hf30.1Nb30
Ribbon,Cu42.7Hf32.3Nb25
Ribbon,Cu45.6Hf34.4Nb20
Ribbon,Cu48.4Hf36.6Nb15
Ribbon,Cu51.3Hf38.7Nb10
Ribbon,Cu54.1Hf40.9Nb5
Ribbon,Cu56.4Hf42.6Nb1
Ribbon,Cu57Hf21Nb22
Ribbon,Cu57Hf23Nb20
Ribbon,Cu57Hf28Nb15
Ribbon,Cu57Hf33Nb10
Ribbon,Cu57Hf38Nb5
Ribbon,Cu57Hf42Nb1
Ribbon,Cu0Hf30Ni70
Ribbon,Cu0Hf40Ni60
Ribbon,Cu0Hf50Ni50
Ribbon,Cu0Hf60Ni40
Ribbon,Cu0Hf70Ni30
Ribbon,Cu10Hf20Ni70
Ribbon,Cu10Hf30Ni60
Ribbon,Cu10Hf40Ni50
Ribbon,Cu10Hf50Ni40
Ribbon,Cu10Hf60Ni30
Ribbon,Cu10Hf70Ni20
Ribbon,Cu10Hf75Ni15
Ribbon,Cu15Hf55Ni30
Ribbon,Cu20Hf20Ni60
Ribbon,Cu20Hf30Ni50
Ribbon,Cu20Hf40Ni40
Ribbon,Cu20Hf50Ni30
Ribbon,Cu20Hf55Ni25
Ribbon,Cu20Hf60Ni20
Ribbon,Cu20Hf65Ni15
Ribbon,Cu20Hf70Ni10
Ribbon,Cu25Hf50Ni25
Ribbon,Cu25Hf55Ni20
Ribbon,Cu30Hf20Ni50
Ribbon,Cu30Hf30Ni40
Ribbon,Cu30Hf40Ni30
Ribbon,Cu30Hf45Ni25
Ribbon,Cu30Hf50Ni20
Ribbon,Cu30Hf55Ni15
Ribbon,Cu30Hf60Ni10
Ribbon,Cu30Hf70Ni0
Ribbon,Cu35Hf45Ni20
Ribbon,Cu35Hf50Ni15
Ribbon,Cu40Hf20Ni40
Ribbon,Cu40Hf30Ni30
Ribbon,Cu40Hf40Ni20
Ribbon,Cu40Hf45Ni15
Ribbon,Cu40Hf50Ni10
Ribbon,Cu40Hf60Ni0
Ribbon,Cu50Hf20Ni30
Ribbon,Cu50Hf30Ni20
Ribbon,Cu50Hf40Ni10
Ribbon,Cu50Hf50Ni0
Ribbon,Cu60Hf20Ni20
Ribbon,Cu60Hf30Ni10
Ribbon,Cu60Hf40Ni0
Ribbon,Cu70Hf30Ni0
NR,Cu70Hf20Ni10
NR,Cu10Hf80Ni10
NR,Cu20Hf10Ni70
NR,Cu20Hf75Ni5
NR,Cu30Hf10Ni60
NR,Cu40Hf10Ni50
NR,Cu50Hf10Ni40
NR,Cu60Hf10Ni30
NR,Cu70Hf10Ni20
Ribbon,Cu15La5Mg80
Ribbon,Cu15La40Mg45
Ribbon,Cu20La0Mg80
Ribbon,Cu20La5Mg75
Ribbon,Cu20La10Mg70
Ribbon,Cu20La30Mg50
Ribbon,Cu20La40Mg40
Ribbon,Cu25La20Mg55
Ribbon,Cu25La30Mg45
Ribbon,Cu25La40Mg35
Ribbon,Cu30La0Mg70
Ribbon,Cu30La5Mg65
Ribbon,Cu30La10Mg60
Ribbon,Cu30La20Mg50
Ribbon,Cu30La30Mg40
Ribbon,Cu30La40Mg30
Ribbon,Cu40La0Mg60
Ribbon,Cu40La5Mg55
Ribbon,Cu40La10Mg50
Ribbon,Cu40La20Mg40
Ribbon,Cu40La30Mg30
Ribbon,Cu50La10Mg40
Ribbon,Cu50La20Mg30
NR,Cu10La40Mg50
NR,Cu15La0Mg85
NR,Cu15La10Mg75
NR,Cu15La15Mg70
NR,Cu15La30Mg55
NR,Cu20La25Mg55
NR,Cu20La50Mg30
NR,Cu25La25Mg50
NR,Cu30La50Mg20
NR,Cu40La40Mg20
NR,Cu50La30Mg20
NR,Cu10La0Mg90
NR,Cu10La10Mg80
NR,Cu20La20Mg60
NR,Cu50La0Mg50
Ribbon,Cu27La69Sr4
Ribbon,Cu27La70Sr3
Ribbon,Cu27La71Sr2
Ribbon,Cu27La73Sr0
Ribbon,Cu27.5La66Sr6.5
Ribbon,Cu27.5La67.5Sr5
Ribbon,Cu28La63.5Sr8.5
Ribbon,Cu28La64.5Sr7.5
Ribbon,Cu28.5La61.5Sr10
Ribbon,Cu28.5La62.5Sr9
Ribbon,Cu29La60Sr11
Ribbon,Cu30La57.5Sr12.5
Ribbon,Cu30La58Sr12
Ribbon,Cu30.5La56Sr13.5
Ribbon,Cu31La55Sr14
Ribbon,Cu32La53.5Sr14.5
Ribbon,Cu32.5La52.5Sr15
Ribbon,Cu33La51.5Sr15.5
Ribbon,Cu34La50Sr16
Ribbon,Cu35La48Sr17
Ribbon,Cu36La47Sr17
Ribbon,Cu37La47Sr16
Ribbon,Cu37La48Sr15
Ribbon,Cu37La49Sr14
Ribbon,Cu37La50.5Sr12.5
Ribbon,Cu37La52Sr11
Ribbon,Cu37La53Sr10
Ribbon,Cu37La54Sr9
Ribbon,Cu37La55Sr8
Ribbon,Cu37La56Sr7
Ribbon,Cu37La57Sr6
Ribbon,Cu37La58Sr5
Ribbon,Cu37La59Sr4
Ribbon,Cu37La59.5Sr3.5
Ribbon,Cu37La60.5Sr2.5
Ribbon,Cu37La61.5Sr1.5
Ribbon,Cu37La62Sr1
Ribbon,Cu37La63Sr0
Ribbon,Cu5Mg85Nd10
Ribbon,Cu10Mg70Nd20
Ribbon,Cu10Mg75Nd15
Ribbon,Cu10Mg80Nd10
Ribbon,Cu10Mg85Nd5
Ribbon,Cu15Mg65Nd20
Ribbon,Cu15Mg70Nd15
Ribbon,Cu15Mg75Nd10
Ribbon,Cu15Mg80Nd5
Ribbon,Cu20Mg45Nd35
Ribbon,Cu20Mg50Nd30
Ribbon,Cu20Mg55Nd25
Ribbon,Cu20Mg60Nd20
Ribbon,Cu20Mg65Nd15
Ribbon,Cu20Mg70Nd10
Ribbon,Cu20Mg75Nd5
Ribbon,Cu20Mg80Nd0
Ribbon,Cu25Mg45Nd30
Ribbon,Cu25Mg50Nd25
Ribbon,Cu25Mg55Nd20
Ribbon,Cu25Mg60Nd15
Ribbon,Cu25Mg65Nd10
Ribbon,Cu25Mg70Nd5
Ribbon,Cu30Mg40Nd30
Ribbon,Cu30Mg45Nd25
Ribbon,Cu30Mg50Nd20
Ribbon,Cu30Mg55Nd15
Ribbon,Cu30Mg60Nd10
Ribbon,Cu30Mg65Nd5
Ribbon,Cu30Mg70Nd0
Ribbon,Cu35Mg30Nd35
Ribbon,Cu35Mg45Nd20
Ribbon,Cu35Mg50Nd15
Ribbon,Cu35Mg55Nd10
Ribbon,Cu40Mg30Nd30
Ribbon,Cu40Mg40Nd20
Ribbon,Cu40Mg50Nd10
Ribbon,Cu40Mg55Nd5
Ribbon,Cu40Mg60Nd0
Ribbon,Cu50Mg20Nd30
Ribbon,Cu50Mg30Nd20
Ribbon,Cu50Mg40Nd10
Ribbon,Cu60Mg10Nd30
Ribbon,Cu60Mg20Nd20
NR,Cu0Mg92.5Nd7.5
NR,Cu5Mg90Nd5
NR,Cu10Mg90Nd0
NR,Cu15Mg60Nd25
NR,Cu20Mg40Nd40
NR,Cu40Mg20Nd40
NR,Cu60Mg30Nd10
NR,Cu0Mg85Nd15
NR,Cu0Mg90Nd10
NR,Cu0Mg95Nd5
NR,Cu0Mg97.5Nd2.5
NR,Cu5Mg80Nd15
NR,Cu10Mg65Nd25
NR,Cu50Mg50Nd0
NR,Cu60Mg0Nd40
NR,Cu70Mg0Nd30
NR,Cu70Mg10Nd20
NR,Cu80Mg0Nd20
Ribbon,Cu20Mg80Y0
Ribbon,Cu30Mg70Y0
Ribbon,Cu40Mg60Y0
Ribbon,Cu1Mg84Y15
Ribbon,Cu20Mg79Y1
Ribbon,Cu30Mg69Y1
Ribbon,Cu37Mg48Y15
Ribbon,Cu40Mg59Y1
NR,Cu1Mg79Y20
NR,Cu5Mg65Y30
NR,Cu5Mg75Y20
NR,Cu10Mg60Y30
NR,Cu15Mg84Y1
NR,Cu30Mg30Y40
NR,Cu40Mg20Y40
NR,Cu1Mg89Y10
NR,Cu5Mg90Y5
NR,Cu10Mg89Y1
Ribbon,Cu16Mg60Y24
Ribbon,Cu10Mg75Y15
Ribbon,Cu15Mg75Y10
Ribbon,Cu38.2Nb33Ti28.8
Ribbon,Cu39.9Nb30Ti30.1
Ribbon,Cu42.7Nb25Ti32.3
Ribbon,Cu45.6Nb20Ti34.4
Ribbon,Cu48.4Nb15Ti36.6
Ribbon,Cu51.3Nb10Ti38.7
Ribbon,Cu54.1Nb5Ti40.9
Ribbon,Cu56.4Nb1Ti42.6
Ribbon,Cu57Nb1Ti42
Ribbon,Cu57Nb5Ti38
Ribbon,Cu57Nb10Ti33
Ribbon,Cu57Nb15Ti28
Ribbon,Cu57Nb20Ti23
Ribbon,Cu57Nb22Ti21
Ribbon,Cu38.2Nb33Zr28.8
Ribbon,Cu39.9Nb30Zr30.1
Ribbon,Cu42.7Nb25Zr32.3
Ribbon,Cu45.6Nb20Zr34.4
Ribbon,Cu48.4Nb15Zr36.6
Ribbon,Cu51.3Nb10Zr38.7
Ribbon,Cu54.1Nb5Zr40.9
Ribbon,Cu56.4Nb1Zr42.6
Ribbon,Cu57Nb1Zr42
Ribbon,Cu57Nb5Zr38
Ribbon,Cu57Nb10Zr33
Ribbon,Cu57Nb15Zr28
Ribbon,Cu57Nb20Zr23
Ribbon,Cu57Nb22Zr21
Ribbon,Cu0Ni80P20
Ribbon,Cu14.4Ni65.6P20
Ribbon,Cu52.8Ni27.2P20
Ribbon,Cu61.6Ni18.4P20
Ribbon,Cu73Ni11P16
Ribbon,Cu2Ni76P22
Ribbon,Cu2Ni78P20
Ribbon,Cu2Ni80P18
Ribbon,Cu4Ni74P22
Ribbon,Cu4Ni76P20
Ribbon,Cu4Ni78P18
Ribbon,Cu6Ni72P22
Ribbon,Cu6Ni74P20
Ribbon,Cu6Ni76P18
Ribbon,Cu8Ni70P22
Ribbon,Cu8Ni72P20
Ribbon,Cu8Ni74P18
Ribbon,Cu10Ni68P22
Ribbon,Cu10Ni70P20
Ribbon,Cu10Ni72P18
Ribbon,Cu12Ni68P20
NR,Cu1Ni75P24
NR,Cu1Ni83P16
NR,Cu2Ni74P24
NR,Cu2Ni82P16
NR,Cu3Ni73P24
NR,Cu3Ni81P16
NR,Cu4Ni80P16
NR,Cu12Ni67P21
NR,Cu13Ni66P21
NR,Cu13Ni67P20
NR,Cu13Ni69P18
NR,Cu14Ni66P20
NR,Cu14Ni68P18
Ribbon,Cu16Ni23Ti61
Ribbon,Cu0Ni30Ti70
Ribbon,Cu0Ni33Ti67
Ribbon,Cu0Ni40Ti60
Ribbon,Cu0Ni45Ti55
Ribbon,Cu10Ni20Ti70
Ribbon,Cu10Ni30Ti60
Ribbon,Cu20Ni10Ti70
Ribbon,Cu20Ni20Ti60
Ribbon,Cu20Ni30Ti50
Ribbon,Cu30Ni10Ti60
Ribbon,Cu30Ni20Ti50
Ribbon,Cu30Ni30Ti40
Ribbon,Cu35Ni0Ti65
Ribbon,Cu40Ni0Ti60
Ribbon,Cu40Ni10Ti50
Ribbon,Cu40Ni20Ti40
Ribbon,Cu40Ni30Ti30
Ribbon,Cu50Ni0Ti50
Ribbon,Cu50Ni20Ti30
Ribbon,Cu60Ni0Ti40
Ribbon,Cu60Ni10Ti30
Ribbon,Cu70Ni0Ti30
Ribbon,Cu75Ni0Ti25
NR,Cu0Ni25Ti75
NR,Cu0Ni60Ti40
NR,Cu0Ni65Ti35
NR,Cu10Ni50Ti40
NR,Cu15Ni5Ti80
NR,Cu20Ni40Ti40
NR,Cu30Ni0Ti70
NR,Cu30Ni40Ti30
NR,Cu35Ni35Ti30
NR,Cu40Ni40Ti20
NR,Cu50Ni30Ti20
NR,Cu80Ni0Ti20
NR,Cu0Ni10Ti90
NR,Cu0Ni70Ti30
NR,Cu0Ni75Ti25
NR,Cu0Ni90Ti10
NR,Cu5Ni5Ti90
NR,Cu5Ni10Ti85
NR,Cu5Ni15Ti80
NR,Cu10Ni0Ti90
NR,Cu10Ni10Ti80
NR,Cu10Ni60Ti30
NR,Cu10Ni70Ti20
NR,Cu10Ni80Ti10
NR,Cu15Ni10Ti75
NR,Cu20Ni50Ti30
NR,Cu20Ni60Ti20
NR,Cu20Ni70Ti10
NR,Cu30Ni50Ti20
NR,Cu30Ni60Ti10
NR,Cu50Ni40Ti10
NR,Cu70Ni10Ti20
NR,Cu70Ni20Ti10
NR,Cu80Ni10Ti10
NR,Cu90Ni0Ti10
Ribbon,Cu45Ni10Ti45
NR,Cu15Ni35Ti50
NR,Cu5Ni45Ti50
Ribbon,Cu0Ni33Zr67
Ribbon,Cu33Ni0.05Zr66.95
Ribbon,Cu33Ni0.1Zr66.9
Ribbon,Cu33Ni0.15Zr66.85
Ribbon,Cu33Ni0.2Zr66.8
Ribbon,Cu5Ni31.35Zr63.65
Ribbon,Cu10Ni29.7Zr60.3
Ribbon,Cu20Ni26.4Zr53.6
Ribbon,Cu0Ni30Zr70
Ribbon,Cu0Ni40Zr60
Ribbon,Cu0Ni50Zr50
Ribbon,Cu0Ni60Zr40
Ribbon,Cu10Ni20Zr70
Ribbon,Cu10Ni30Zr60
Ribbon,Cu10Ni40Zr50
Ribbon,Cu10Ni50Zr40
Ribbon,Cu10Ni60Zr30
Ribbon,Cu15Ni25Zr60
Ribbon,Cu15Ni30Zr55
Ribbon,Cu20Ni10Zr70
Ribbon,Cu20Ni20Zr60
Ribbon,Cu20Ni30Zr50
Ribbon,Cu20Ni40Zr40
Ribbon,Cu20Ni50Zr30
Ribbon,Cu25Ni15Zr60
Ribbon,Cu25Ni20Zr55
Ribbon,Cu30Ni0Zr70
Ribbon,Cu30Ni10Zr60
Ribbon,Cu30Ni15Zr55
Ribbon,Cu30Ni20Zr50
Ribbon,Cu30Ni25Zr45
Ribbon,Cu30Ni30Zr40
Ribbon,Cu30Ni40Zr30
Ribbon,Cu35Ni15Zr50
Ribbon,Cu35Ni20Zr45
Ribbon,Cu40Ni0Zr60
Ribbon,Cu40Ni10Zr50
Ribbon,Cu40Ni15Zr45
Ribbon,Cu40Ni20Zr40
Ribbon,Cu40Ni30Zr30
Ribbon,Cu50Ni0Zr50
Ribbon,Cu50Ni10Zr40
Ribbon,Cu50Ni20Zr30
Ribbon,Cu60Ni0Zr40
Ribbon,Cu60Ni10Zr30
Ribbon,Cu70Ni0Zr30
NR,Cu5Ni20Zr75
NR,Cu10Ni10Zr80
NR,Cu20Ni5Zr75
NR,Cu20Ni60Zr20
NR,Cu30Ni50Zr20
NR,Cu40Ni40Zr20
NR,Cu50Ni30Zr20
NR,Cu60Ni20Zr20
NR,Cu70Ni10Zr20
Ribbon,Cu56P2Zr42
Ribbon,Cu70Pb1Zn29
Ribbon,Cu0Pd79Si21
Ribbon,Cu0Pd84Si16
Ribbon,Cu0Pd85Si15
Ribbon,Cu3.5Pd80Si16.5
Ribbon,Cu4.5Pd77.5Si18
Ribbon,Cu7Pd73Si20
Ribbon,Cu7Pd76.5Si16.5
Ribbon,Cu11Pd69.5Si19.5
Ribbon,Cu14.5Pd69Si16.5
Ribbon,Cu19Pd64.5Si16.5
Ribbon,Cu0Pd82.4Si17.6
Ribbon,Cu2Pd80.75Si17.25
Ribbon,Cu4Pd79.1Si16.9
Ribbon,Cu5.7Pd73.8Si20.5
Ribbon,Cu5.8Pd74.7Si19.5
Ribbon,Cu5.9Pd75.6Si18.5
Ribbon,Cu5.9Pd76.6Si17.5
Ribbon,Cu6.1Pd78.4Si15.5
Ribbon,Cu8Pd75.8Si16.2
Ribbon,Cu10Pd74.2Si15.8
Ribbon,Cu12Pd72.5Si15.5
Ribbon,Cu14Pd70.9Si15.1
Ribbon,Cu1.7Pd81.8Si16.5
Ribbon,Cu4.2Pd79.3Si16.5
Ribbon,Cu6.7Pd76.8Si16.5
Ribbon,Cu15Pd68.5Si16.5
Ribbon,Cu20.9Pd62.6Si16.5
NR,Cu26.7Pd56.8Si16.5
Ribbon,Cu0Pd78Si22
Ribbon,Cu7Pd76Si17
Ribbon,Cu8Pd74Si18
Ribbon,Cu9Pd75Si16
Ribbon,Cu10Pd70Si20
Ribbon,Cu10Pd73Si17
Ribbon,Cu12Pd66Si22
Ribbon,Cu12.5Pd70.5Si17
Ribbon,Cu15Pd69Si16
Ribbon,Cu4Pd79.5Si16.5
Ribbon,Cu16.5Pd67Si16.5
Ribbon,Cu3Pd80Si17
Ribbon,Cu39Ti17Zr44
Ribbon,Cu39Ti21Zr40
Ribbon,Cu40Ti30Zr30
Ribbon,Cu44Ti10Zr46
Ribbon,Cu44Ti16Zr40
Ribbon,Cu45Ti20Zr35
Ribbon,Cu45Ti25Zr30
Ribbon,Cu47Ti35Zr18
Ribbon,Cu50Ti0Zr50
Ribbon,Cu50Ti15Zr35
Ribbon,Cu50Ti30Zr20
Ribbon,Cu54Ti11Zr35
Ribbon,Cu55Ti20Zr25
Ribbon,Cu55Ti25Zr20
Ribbon,Cu56Ti0Zr44
Ribbon,Cu60Ti40Zr0
Ribbon,Cu62Ti0Zr38
Ribbon,Cu65Ti0Zr35
Ribbon,Cu65Ti20Zr15
Ribbon,Cu70Ti0Zr30
NR,Cu31Ti41Zr28
NR,Cu34Ti44Zr22
NR,Cu46Ti0Zr54
NR,Cu66Ti34Zr0
NR,Cu75Ti8Zr17
NR,Cu20Ti80Zr0
NR,Cu28Ti0Zr72
NR,Cu30Ti70Zr0
NR,Cu33Ti0Zr67
NR,Cu35Ti65Zr0
NR,Cu75Ti0Zr25
NR,Cu75Ti25Zr0
NR,Cu80Ti0Zr20
NR,Cu85Ti15Zr0
NR,Cu95Ti0Zr5
Ribbon,Cu50Ti50Zr0
Ribbon,Dy0.3Fe89.7Zr10
Ribbon,Dy88Fe2Zr10
NR,Dy84Fe6Zr10
Ribbon,Fe88Gd2Zr10
Ribbon,Fe89.7Gd0.3Zr10
NR,Fe84Gd6Zr10
Ribbon,Fe89.91Ge0.09Zr10
Ribbon,Fe89.946Ge0.054Zr10
Ribbon,Fe89.964Ge0.036Zr10
Ribbon,Fe89.982Ge0.018Zr10
Ribbon,Fe90Ge0Zr10
Ribbon,Fe24Hf0Zr76
Ribbon,Fe24Hf7.6Zr68.4
Ribbon,Fe24Hf15.2Zr60.8
Ribbon,Fe24Hf22.8Zr53.2
Ribbon,Fe24Hf34.2Zr41.8
Ribbon,Fe28Ir2Zr70
Ribbon,Fe84La6Zr10
Ribbon,Fe88La2Zr10
Ribbon,Fe89.7La0.3Zr10
Ribbon,Fe68Mn15P17
Ribbon,Fe71Mn12P17
Ribbon,Fe74Mn9P17
Ribbon,Fe88Mn2Zr10
Ribbon,Fe82Mn8Zr10
Ribbon,Fe74Mo9P17
Ribbon,Fe76Mo7P17
Ribbon,Fe1Ni79P20
Ribbon,Fe3Ni77P20
Ribbon,Fe5Ni75P20
Ribbon,Fe15Ni65P20
Ribbon,Fe25Ni55P20
Ribbon,Fe30Ni50P20
Ribbon,Fe35Ni45P20
Ribbon,Fe60Ni20P20
Ribbon,Fe80Ni0P20
Ribbon,Fe16Ni64P20
Ribbon,Fe9Ni81Zr10
Ribbon,Fe18Ni72Zr10
Ribbon,Fe36Ni54Zr10
Ribbon,Fe54Ni36Zr10
Ribbon,Fe63Ni27Zr10
Ribbon,Fe81Ni9Zr10
Ribbon,Fe90Ni0Zr10
Ribbon,Fe33Ni0.05Zr66.95
Ribbon,Fe33Ni0.1Zr66.9
Ribbon,Fe33Ni0.15Zr66.85
Ribbon,Fe33Ni0.2Zr66.8
Ribbon,Fe5Ni31.35Zr63.65
Ribbon,Fe10Ni29.7Zr60.3
Ribbon,Fe20Ni26.4Zr53.6
Ribbon,Fe25Ni24.75Zr50.25
Ribbon,Fe30Ni23.1Zr46.9
Ribbon,Fe76.5Ni13.5Zr10
Ribbon,Fe3.3Ni29.7Zr67
Ribbon,Fe6.6Ni26.4Zr67
Ribbon,Fe9.9Ni23.1Zr67
Ribbon,Fe13.2Ni19.8Zr67
Ribbon,Fe16.5Ni16.5Zr67
Ribbon,Fe20.2Ni12.8Zr67
Ribbon,Fe23.1Ni9.9Zr67
